,AD_beta,AD_logp,PD_beta,PD_logp,FTD_beta,FTD_logp,ALS_beta,ALS_logp
LCAT,0.119516246,1.4843147,-0.16905296,-1.1454527,-0.23382601,0.7911468,0.3543812,0.9907789
LDHA,0.011126106,2.1807652,-0.013043748,2.0722966,-0.006043002,0.5915957,0.0056589115,0.46112505
LYG2,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
SERPINB5,0.0003877068,2.628529,-0.027215611,2.5762978,3.2146927e-05,0.5955914,-0.007333232,0.46599478
MAPK10,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
MMP20,0.033354122,1.0749477,-0.028628778,0.6873972,-0.025471736,0.5528121,0.049558647,0.49177095
PMP2,0.022729574,2.253288,-0.011947552,2.0115902,-0.002100708,0.5865353,0.016717216,0.48348075
NEU1,0.013878958,1.6741358,-0.030508954,1.4287682,-0.014075247,0.5719461,0.024993885,0.48888263
LOXL3,0.024889674,1.9622666,-0.016240101,1.695802,-0.006357462,0.5729046,0.021678811,0.4816837
OPTC,0.016018305,0.67991817,-0.02780876,0.34005737,-0.035096087,0.55435205,0.045705736,0.48651868
OTC,0.015337218,1.309065,-0.03896729,1.0729856,-0.023079302,0.55108035,0.034388922,0.47953624
OTOR,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
SRC,0.01001461,1.3053057,-0.016435066,1.1871471,-0.026896447,0.6074497,0.015957255,0.4689545
PNOC,0.013142941,1.0740756,-0.007998891,1.0059307,-0.029924817,0.5541887,0.026357908,0.41999054
RAMP1,0.049578026,1.4029064,-0.04895424,0.8315261,-0.035024185,0.6021669,0.060014926,0.55019605
RAMP3,0.04739395,1.4534687,-0.049440373,0.90109617,-0.03421663,0.60264623,0.05789952,0.54887486
RND3,0.01553794,2.1163528,-0.023719573,1.8829143,-0.0046467325,0.6012981,0.00961906,0.5057936
PCSK2,0.011900969,-0.6352215,-0.01900012,-0.72638565,-0.07662049,0.50776726,0.05698966,0.3877764
GM2A,0.027262334,2.3906026,-0.028297856,2.0417619,0.0032573477,0.591719,0.018707909,0.5196065
SERPINB4,0.014793811,2.2184403,-0.012255631,2.0690372,-0.004140201,0.58704585,0.009228295,0.4681516
NRG1,0.010914974,-0.30008563,-0.046396777,-0.63319594,-0.054867443,0.5659467,0.045100227,0.5093714
SORD,0.01599608,2.200443,-0.016079016,2.0035763,-0.0034795916,0.58947057,0.011518557,0.48091865
SQSTM1,0.0034059084,2.08461,-0.008763675,2.0571346,-0.021748647,0.63323146,-0.0023223788,0.457628
TIMD4,0.011585979,-0.69804275,-0.017966852,-0.8961478,-0.06414385,0.50485116,0.06431509,0.4088902
NT5E,0.022031216,1.3166748,-0.014439337,1.1342723,-0.023411848,0.5602494,0.029253446,0.45108473
AMBP,0.03598428,0.55338377,-0.027239922,0.14026976,-0.032844357,0.51840526,0.06729041,0.48016495
ADAM15,0.14515437,-2.1216207,-0.18400566,-3.8251214,-0.059424814,0.39335352,0.18815319,0.75233877
ANPEP,0.10677991,-1.471925,-0.071723856,-2.5543814,-0.059680093,0.42818344,0.14475033,0.5740521
DPP4,0.061360046,-1.8525516,-0.040331878,-2.3694794,-0.0808413,0.4260975,0.13024932,0.43495077
CD8A,0.018433008,1.5828946,-0.025161743,1.4029672,-0.020334411,0.5698453,0.022742325,0.46507472
CNPY4,0.016440528,2.2478938,-0.026939843,2.0076177,-0.0021940637,0.5810188,0.015902607,0.49361262
COL9A1,0.028289964,1.7540082,-0.010277417,1.484129,-0.010421515,0.5689728,0.025359202,0.4705332
CTHRC1,0.049728617,1.2212778,-0.022278592,0.7072142,-0.014459827,0.5479443,0.051832974,0.51257515
CFHR1,0.076955944,-0.3510091,-0.04479361,-1.549412,-0.13051727,0.5531639,0.19667847,0.6001545
HEXB,0.017577566,2.1219578,-0.020249784,1.8869288,-0.0041184565,0.58630466,0.01635841,0.4909061
PNLIPRP2,0.01539805,1.7564828,-0.028411072,1.5691137,-0.013267075,0.5593276,0.02027044,0.4690959
LRP11,0.09681526,-2.889716,-0.058618624,-3.7481942,-0.09503223,0.3630955,0.15445484,0.47930983
PLTP,0.13437605,2.3211727,-0.20177987,-0.74025697,-0.27888405,0.87944686,0.3971429,1.1076158
REG3G,0.04391301,1.0396364,-0.069151744,0.4416172,-0.026020221,0.5553217,0.06354216,0.5591215
VNN2,0.014713332,2.8434746,-0.014039844,2.6588173,0.008694827,0.60789776,-0.0016203595,0.49167997
CAMP,0.00053135585,1.8179827,-0.0040765326,1.8942842,-0.018130347,0.5651865,-0.003202881,0.40345752
A2ML1,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
AGRN,0.099383175,-1.6826481,-0.041807663,-2.6395502,-0.06530361,0.41908112,0.14332628,0.52868724
AOC1,0.010824464,2.4636111,-0.023451686,2.2674625,0.0012960762,0.6003979,0.0044195806,0.49736026
CES1,0.03267249,-2.8219087,-0.026850443,-3.0935063,-0.12465446,0.373485,0.13753776,0.34324765
CD248,0.04448361,-6.9253993,0.13995673,-6.7122264,-0.22517093,0.21256602,0.16247275,0.015827358
CRIM1,0.06119582,-2.4829535,-0.10744197,-2.7710686,-0.09965998,0.37207803,0.081034034,0.3980706
FGFBP1,-0.036831357,-1.2955374,0.0017272462,-1.2759013,-0.07829084,0.59538203,0.010174802,0.45677468
FOLR3,-0.034138642,0.0645518,-0.003846954,0.283055,-0.059669923,0.5575486,0.0055659744,0.37417984
HS3ST1,0.019909322,2.7628274,-0.01606301,2.517858,0.008642783,0.60579556,0.0043142242,0.501833
ATRN,0.022671646,2.1723065,-0.011524377,1.8856363,-0.0016883602,0.5833252,0.023081342,0.4925613
LEFTY2,0.016345123,2.4853852,-0.018744815,2.28405,0.00045083184,0.59953034,0.0053107375,0.48838812
LRP12,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
NAGLU,0.010784551,1.7788104,-0.026665125,1.626852,-0.01391757,0.5670893,0.01774319,0.46452516
NPTXR,0.03186076,0.8722232,-0.08601127,-0.08184028,-0.046247013,0.59172624,0.09405338,0.64287907
PRSS8,-0.026828691,-4.463801,-0.07647806,-4.8718686,-0.15212636,0.3993293,0.1121154,0.4468472
BCHE,0.14208034,2.4583652,-0.20646589,-1.4030175,-0.30377442,0.9294729,0.5130441,1.332109
SAA1,0.063416965,0.1992557,-0.086853184,-0.9483661,-0.12466206,0.6059505,0.17170425,0.6331719
SAA4,0.11476795,1.8442771,-0.17625003,-0.722781,-0.23238933,0.8035449,0.33938608,0.99284685
CLSTN1,0.045287825,2.7796884,-0.061933022,1.8816383,-0.062134888,0.6765636,0.09210525,0.6465628
GLIPR2,0.015333246,2.5936348,-0.01943535,2.3753452,0.0044706687,0.5986631,0.006663359,0.49597877
ALAD,0.011085644,2.9185488,-0.011743624,2.7718294,0.009265755,0.6104056,-0.0054785796,0.48498827
PGAM2,0.01203865,2.4028773,-0.015345266,2.2275317,-0.0015154392,0.60042435,0.0047243927,0.48392737
ADH1C,0.012354436,1.9249928,-0.024014268,1.7028008,-0.00819272,0.5791791,0.017226204,0.48600268
GSS,0.03552933,1.6034356,-0.037015222,1.2005072,-0.015538351,0.5686354,0.03886642,0.50714314
CSRP1,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
EPHB4,0.026714673,1.4062625,-0.008762771,1.1644964,-0.019450951,0.5644119,0.029122898,0.46469596
PRSS27,0.056284126,-4.6201982,0.04196897,-4.7224307,-0.15733902,0.29851556,0.13563225,0.21083473
VIM,0.098449446,2.225933,-0.067976065,-0.2617547,-0.23383725,0.89608574,0.23059106,0.9106771
CKMT1A,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
KLK14,-0.0049421582,2.0457072,-0.005622434,2.188564,-0.015145521,0.5715544,-0.014830398,0.3950984
PPP3R1,0.013579804,2.4753006,-0.017784819,2.294649,0.0019048662,0.60487294,0.0027351573,0.4932391
PHGDH,0.016656682,2.4597597,-0.014036421,2.2597437,0.0012527832,0.5953485,0.0073674503,0.4837978
ENPEP,0.04357864,-1.0439943,-0.029680677,-1.283067,-0.06482333,0.4935707,0.08624933,0.4111326
ANTXR2,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
TCN2,0.028611528,2.4296315,-0.041130476,1.9526131,-0.021568071,0.6153204,0.04323922,0.5489439
GUSB,0.020669745,0.57364404,-0.04982343,0.23472375,-0.039117552,0.515685,0.061247338,0.48040313
MUC16,-0.013808226,0.33861017,-0.0016314783,0.4560483,-0.04763591,0.6028104,0.0071703205,0.41320223
CNN1,0.01645062,2.488597,-0.004118102,2.320824,0.001721578,0.593881,0.005753177,0.4720533
CD247,-0.0011862642,1.214266,-0.019413766,1.2137344,-0.028994743,0.55953956,0.003795399,0.42451778
COL2A1,0.028022978,2.0243175,-0.023220593,1.7275548,-0.004647689,0.57689154,0.020792583,0.49365756
CR2,0.021794626,0.95560366,-0.010580376,0.8312186,-0.030385528,0.53910685,0.034954935,0.42406484
NCAN,0.007139312,0.365705,-0.04529996,-0.060208797,-0.056840137,0.5653528,0.07758822,0.51936185
CCNA2,0.013281012,2.9905984,-0.0112498775,2.8145776,0.011425706,0.6136787,-0.004164108,0.49275658
RNASE3,0.023640234,1.3407736,-0.025228087,1.1303017,-0.021037832,0.556795,0.028167227,0.4628276
ENPP6,0.088732615,-3.7593105,0.040137697,-4.3387814,-0.12346426,0.33658808,0.15682115,0.33820415
EPHA7,0.027354114,1.2519788,-0.009129783,1.0096526,-0.022699721,0.55967516,0.031936567,0.46170068
FANK1,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
FCN1,0.060752265,0.12093258,-0.028650507,-0.688209,-0.07549525,0.53942347,0.13675597,0.53506476
FCRLB,0.015748162,2.6323695,-0.014983727,2.451393,0.0047411425,0.5984256,0.0012276128,0.48477256
CFHR2,0.028977856,1.1771421,-0.025198694,0.8492266,-0.023966823,0.541345,0.04887101,0.4774
FOLR2,-0.031978834,0.058630556,0.0030670078,0.26988536,-0.058511738,0.55981344,0.003968199,0.37365597
GLA,0.015649075,2.21207,-0.028104883,1.9780159,-0.0032690908,0.58319294,0.0147283785,0.49360937
GC,0.04149788,0.5039187,-0.031113986,-0.059475362,-0.05781575,0.5512234,0.09695375,0.5092914
GPX1,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
HTRA1,0.07023134,1.9237568,-0.08406547,0.59743774,-0.09898408,0.66081595,0.15998037,0.715068
HEXIM1,0.013716035,2.7314026,-0.0073994617,2.570599,0.006290069,0.60294527,-0.00048471126,0.4797194
IL6R,0.027885772,0.8367125,-0.030713603,0.4672361,-0.051278174,0.60399944,0.05026557,0.5072953
ITGA2,0.025536833,1.1393924,-0.009285118,1.0043423,-0.032551724,0.59657997,0.036395933,0.42962193
MAPK9,0.00035345904,2.05388,-0.0022554486,2.2020853,-0.0130289635,0.6616313,-0.02666794,0.44155645
KRT19,0.009023778,0.9175004,-0.032032683,0.6651102,-0.03228954,0.5724272,0.026789067,0.49700445
LIN7B,0.01781559,2.5904608,-0.033125725,2.2927015,0.0036956926,0.5995238,0.015968475,0.5197249
PNLIP,0.014995588,2.0352874,-0.02055243,1.8047376,-0.01856403,0.60050267,0.022424316,0.49097258
LILRA2,0.047528103,1.5220295,-0.048124228,0.9672704,-0.0095221205,0.558565,0.047852885,0.5443188
XCL2,0.011523802,1.214803,-0.03060918,1.1368462,-0.025407717,0.56276464,0.023793517,0.4483364
MOG,0.14392225,2.10497,-0.10482159,-1.2782378,-0.30940452,0.99643755,0.33359793,1.0702968
NLGN1,0.02116219,2.2965674,-0.021244021,2.041539,-0.0013332567,0.5903988,0.018652717,0.49438834
OPCML,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
PDCD1,0.025937762,1.3340837,-0.027764846,1.0738227,-0.019044671,0.56097996,0.029334772,0.4813926
HSPG2,0.010428772,-0.089767605,-0.038870055,-0.5660307,-0.06978314,0.57997984,0.076269604,0.5393472
AKT1,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
PSG1,0.12647104,-5.6183643,-0.33476767,-7.348041,-0.14995168,0.21940967,0.25237864,0.7345929
RBP4,0.025138993,-0.032337397,-0.05017353,-0.38561183,-0.04973109,0.5050487,0.06818732,0.47357312
SLIT1,0.020096868,1.571584,-0.020385422,1.3403449,-0.015402208,0.5635259,0.033757616,0.47084147
SMOC2,0.06157606,-6.957509,0.06374868,-6.91995,-0.21690147,0.2023236,0.1694276,0.09333241
SORCS1,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
SORCS3,0.0073262034,1.9338756,-0.04174317,1.7080677,-0.010331941,0.6001796,0.013919209,0.5149324
TAGLN,0.023953462,1.9892147,-0.018896611,1.7289357,-0.007332721,0.5855794,0.020334685,0.4898722
TMEFF1,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
BTD,0.05675413,-1.0769575,-0.079427294,-2.0750282,-0.05948327,0.43525422,0.16383766,0.5826752
COL10A1,0.03888822,1.6426728,-0.038407754,1.2372657,-0.00851117,0.5595472,0.031953566,0.5148918
BMP2,0.02280543,2.4615812,-0.019212166,2.1848369,0.003383081,0.5939059,0.012729554,0.50156814
BMP4,0.019496657,2.2655787,-0.02565847,1.9254074,-0.0076104384,0.5952105,0.025362413,0.51548874
BMP8B,0.018384814,2.71258,-0.017028004,2.480538,0.0071273725,0.6033601,0.0049715014,0.49898362
BRAF,0.017928053,2.4489586,-0.03286994,2.1928723,0.0018270484,0.59072167,0.011225385,0.50601983
C1QL2,0.015011165,2.7192173,-0.041983254,2.4118536,0.007224446,0.6001342,0.014099138,0.52992284
CD79A,0.026248386,0.81923723,-0.002226315,0.63156855,-0.032471634,0.5274511,0.042391453,0.4252715
CEBPB,0.021631729,1.6000266,-0.04141208,1.336175,-0.01889687,0.562307,0.021820443,0.4886986
DKK2,0.02030573,2.6642222,-0.019787118,2.41548,0.0060608685,0.60314566,0.0056368615,0.50065964
INHBC,0.0013260718,2.0984743,-0.01025128,2.0182903,-0.0077905245,0.6002653,-0.0027466046,0.4622655
LMAN1,0.016369032,2.09197,-0.017758701,1.8503251,-0.0051952675,0.5838356,0.01888147,0.48905382
NODAL,0.007547673,1.897357,-0.01683878,1.7229095,-0.011306967,0.59969,0.005207538,0.4875036
PGR,0.024911225,1.8550264,-0.025174972,1.4631532,-0.037194975,0.61684614,0.039340783,0.5137578
TXLNA,0.087947875,2.4369862,-0.08174445,0.940153,-0.15985598,0.770855,0.16147996,0.7242751
GPT,0.022455458,1.6281691,-0.03014027,1.255609,-0.02349732,0.5769268,0.042703938,0.5089095
CDH8,0.016682876,1.8929935,-0.014033325,1.7256396,-0.012147765,0.5783876,0.015406153,0.46277544
FLT4,-0.012600891,-0.35184714,-0.0070364135,-0.43694282,-0.05720738,0.5761407,0.020185484,0.456557
SHC1,0.009921743,1.212583,-0.01898053,1.0343059,-0.026064105,0.5944746,0.01756179,0.48032397
OLR1,0.047480077,1.0462836,-0.04581787,0.27499792,-0.05524912,0.57943696,0.10143155,0.5684809
CFHR5,0.03269129,0.7738035,-0.036006976,0.19855255,-0.05857184,0.5573818,0.09247035,0.5223844
IGF2R,0.018510854,1.0564556,-0.045655638,0.64927626,-0.03801109,0.5869574,0.046223752,0.5326091
NID2,0.009000696,-1.124034,-0.0030596484,-1.1485019,-0.09790594,0.5629941,0.07996168,0.37364513
WIF1,0.018801948,2.296548,-0.0173878,2.0713375,-0.0010393648,0.5929426,0.011121308,0.48882812
GRAP2,0.0064389277,1.4250319,-0.0051318896,1.2806227,-0.021444075,0.5945353,0.008090006,0.47001734
TEC,0.022291722,1.2494915,-0.010116363,1.0319204,-0.022410821,0.57804716,0.025251854,0.47462723
AKR1B10,0.031633634,2.1953225,-0.022941751,1.8329332,-0.00048613502,0.5876865,0.021819474,0.50964224
EPHA4,0.025076838,1.4563892,-0.009475093,1.2242382,-0.018752873,0.5659381,0.026937142,0.46627286
GIP,0.010385095,0.24750447,-0.0092877,0.13318622,-0.047328983,0.536248,0.03946273,0.4198262
GHRH,0.0071169483,0.6948305,-0.019347858,0.5494181,-0.039170504,0.54714525,0.030055193,0.44001538
LGR5,0.020153873,0.6265305,-0.04706931,0.3586235,-0.039580993,0.54154325,0.035054244,0.4796707
ROBO4,0.036530744,0.7893542,0.0010464108,0.5162887,-0.030273411,0.5336181,0.05187197,0.4381563
PLA2G2D,0.017892014,2.1660452,-0.023785599,1.9408352,-0.0043595014,0.582974,0.017299656,0.48815197
TIGIT,0.024645125,1.7545111,-0.030263543,1.447752,-0.012005915,0.57613593,0.027017785,0.50041366
BPIFA2,0.014356468,2.5064356,-0.016833369,2.3145747,0.0023092248,0.59453833,0.0060554845,0.48661643
LGR4,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
CDH11,0.025447022,2.0634766,-0.009895677,1.8110979,-0.0058876397,0.5802273,0.022347348,0.47833872
UNC5D,0.01854426,1.7074087,-0.027723476,1.5225933,-0.012238736,0.5947008,0.017652895,0.48807862
BTLA,0.026449159,1.6901104,-0.05148341,1.3677661,-0.011169024,0.5562359,0.02841965,0.5073253
DKKL1,0.021135166,2.5938056,-0.02369243,2.3256586,0.0049496247,0.6000327,0.008577842,0.5047213
CDH6,0.016922727,1.8357835,-0.0017632744,1.7224538,-0.012698294,0.573329,0.017626377,0.4404565
FLT1,-0.013579347,-0.16160706,-0.014918342,-0.2749362,-0.054484297,0.57698387,0.02001891,0.46567833
ACVRL1,0.024024125,2.4507496,-0.017829582,2.1656272,0.0034691244,0.5946064,0.012923807,0.5017863
CD320,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
MZB1,0.00792552,1.5153266,-0.00034498377,1.8117163,-0.021486484,0.6862325,-0.033075552,0.41788343
NRXN3,0.032680605,1.4892162,-0.28376117,0.29370552,-0.022011645,0.5309073,0.10790453,0.8155975
HMGA1,0.014500119,2.8329687,-0.011220498,2.6413996,0.008881787,0.6080471,0.00046243495,0.49197605
STAT5B,0.012390346,1.3986788,-0.0155856665,1.2395039,-0.020055916,0.5949105,0.013040659,0.47939163
MYOC,-0.0022198579,-1.4096702,-0.015014097,-1.5568624,-0.078957364,0.4823793,0.101545356,0.3632785
A1BG,0.058367956,1.2934095,0.0096559245,0.672531,-0.008924786,0.5469543,0.06448795,0.52176595
NUDT2,0.016732654,2.052504,-0.012408076,1.9245229,-0.0068460964,0.5892317,0.0121579785,0.4632092
B3GNT4,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
CSN2,0.045284256,1.114615,-0.050191466,0.5824684,-0.018779289,0.5411552,0.056392547,0.5329013
HSPA5,-0.014415426,1.2563685,0.006296552,1.5428412,-0.043431368,0.65029913,-0.010749337,0.38071215
CHIA,0.01736893,1.2315483,-0.03379876,1.0058644,-0.021718763,0.55061775,0.030778434,0.47460502
FADD,0.013815882,2.4298468,-0.018672682,2.2491355,0.00032733195,0.5915444,0.0070395996,0.4827465
GLRX3,0.014536947,2.2859943,-0.027632035,2.065425,-0.0018877732,0.5859671,0.012659832,0.49325866
GLRX5,0.014005009,2.2755823,-0.030643824,2.0410695,-0.0021335557,0.5844519,0.014888472,0.49756068
GPN1,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
C1QTNF9,0.024856389,0.8762144,-9.3400944e-05,0.62374175,-0.03020776,0.52459747,0.047056414,0.4392082
AKR1B1,0.012882077,2.756831,-0.007599426,2.602078,0.006613775,0.60374606,-0.0017409048,0.4792977
GSN,0.01901122,0.58991647,-0.023693023,0.30117542,-0.053619597,0.5638673,0.06878909,0.45808518
KIRREL2,0.02707672,2.1200037,-0.031664502,1.8254788,-0.0023860484,0.5767454,0.017075336,0.50208265
LRP10,0.11863049,4.145661,-0.16617459,-1.5348325,-0.31938738,1.1297251,0.6845923,1.8269631
SDC3,0.018282097,1.5885586,-0.03497668,1.2296739,-0.032134157,0.5948442,0.045180194,0.51404953
CDH17,0.02046498,2.194982,-0.011608267,1.9263735,-0.01623803,0.60042226,0.027744329,0.4781815
RSPO1,0.010959785,1.9668022,-0.013779545,1.7822368,-0.009540956,0.6017312,0.0068565067,0.4886443
ENO3,0.008202126,2.2699564,-0.017845003,2.1023066,-0.0074437466,0.6079873,-0.00026688515,0.4863186
CASP14,0.054592215,-2.1598186,0.021863595,-2.416755,-0.09588832,0.40993437,0.10244976,0.33133718
CD69,0.019443536,1.4517428,-0.02102411,1.3193281,-0.018711671,0.56053734,0.020997735,0.44817504
LY75,0.033664778,-0.33238032,-0.010198172,-0.43325883,-0.056766614,0.50855285,0.05523765,0.38480243
NAXE,0.074120775,0.43207803,-0.08890246,-0.9654923,-0.13237593,0.6356642,0.20143208,0.6868932
BMP3,0.01328101,2.9905982,-0.011249879,2.8145776,0.0114257,0.6136787,-0.004164108,0.4927566
GDF10,0.01328101,2.9905982,-0.0112498775,2.8145776,0.011425701,0.6136787,-0.004164108,0.4927566
NPPB,0.057812877,0.1325022,-0.029217098,-0.45148432,-0.038003713,0.50505674,0.08156015,0.5001869
COL6A2,0.02922728,1.4972028,-0.02201873,1.0747099,-0.021431409,0.5672161,0.048279673,0.50429785
CASK,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
GDF3,0.0016072376,2.6350956,-0.020658504,2.585287,0.00033608498,0.5970325,-0.00791138,0.4632436
GDF7,0.01960602,2.4653306,-0.0074402266,2.2620986,0.002106474,0.5951001,0.008712434,0.47945052
HDGF,-0.016237687,-0.1627557,-0.0069726533,-0.17298812,-0.055061713,0.58289415,0.010072075,0.45066833
IL26,0.018351033,1.0042421,-0.029211208,0.798632,-0.026775587,0.5666305,0.033679318,0.47411162
LECT2,0.02166994,0.60415184,-0.007765369,0.39575177,-0.03547717,0.5439033,0.035748467,0.42349094
PPBP,0.0148759615,1.2505785,-0.034689207,1.130339,-0.023519255,0.5641078,0.025410905,0.46054867
JUP,0.024606414,1.4299006,-0.019341774,1.1905305,-0.020068351,0.5659614,0.02856582,0.46823356
RAC3,0.014480893,2.2467248,-0.016498284,2.0573246,-0.0066606393,0.60173863,0.013648763,0.4812283
REG1B,0.04800941,0.0947015,-0.026629057,-0.34154528,-0.045063235,0.4994062,0.074223965,0.46551508
SCUBE3,0.021738598,2.070573,-0.027163804,1.7823734,-0.006892655,0.5833634,0.025383335,0.49589956
ENGASE,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
DEFA5,0.05393975,0.46399447,-0.060302805,-0.119098365,-0.030461758,0.50977296,0.06841301,0.52667737
SIGLEC5,0.026880644,2.0764444,-0.045765553,1.6698861,-0.0061210636,0.5856898,0.02863346,0.53305674
OCIAD1,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
CALB2,0.02445947,-1.5004367,0.045373034,-1.4651601,-0.08738961,0.46475506,0.087771714,0.27210006
PDE5A,0.014205629,2.0164578,-0.013082931,1.8506579,-0.007734949,0.5847825,0.01293261,0.46979052
TNNT3,0.022218443,1.6926931,-0.040503006,1.4255157,-0.015121556,0.5684422,0.02258008,0.49198964
NME4,0.01484298,2.0229928,-0.01417649,1.9083948,-0.008559949,0.5867952,0.013958397,0.45786455
GDI1,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
FHL1,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
CDCP1,0.042722207,-0.108329505,-0.0905688,-0.6985968,-0.043564953,0.4841041,0.08636659,0.5365534
APOL3,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
ATXN3,0.02112764,1.7374725,-0.03235534,1.4270952,-0.011013121,0.5587118,0.03350704,0.49689323
