Disease_category_ad,Disease_ad,Protein,Protein_definition_ad,NB_individual_ad,NB_case_ad,HR[95%CI]_ad,P_value_ad,Disease_category_pd,Disease_pd,Protein_definition_pd,NB_individual_pd,NB_case_pd,HR[95%CI]_pd,P_value_pd
Chapter VI Diseases of the nervous system,Alzheimer disease,CD55,Complement decay-accelerating factor,49723,637,1.04 [0.79-1.35],0.788269525,Chapter VI Diseases of the nervous system,Parkinson's disease,Complement decay-accelerating factor,49678,823,0.64 [0.50-0.82],0.000379234
Chapter VI Diseases of the nervous system,Alzheimer disease,CD58,Lymphocyte function-associated antigen 3,51403,659,1.16 [0.78-1.71],0.465596049,Chapter VI Diseases of the nervous system,Parkinson's disease,Lymphocyte function-associated antigen 3,51357,852,0.97 [0.69-1.37],0.883133274
Chapter VI Diseases of the nervous system,Alzheimer disease,CD59,CD59 glycoprotein,49661,627,1.47 [1.11-1.95],0.007146483,Chapter VI Diseases of the nervous system,Parkinson's disease,CD59 glycoprotein,49617,824,0.78 [0.59-1.04],0.086553476
Chapter VI Diseases of the nervous system,Alzheimer disease,CD5L,CD5 antigen-like,44612,576,0.87 [0.74-1.04],0.119542185,Chapter VI Diseases of the nervous system,Parkinson's disease,CD5 antigen-like,44569,419,1.06 [0.87-1.29],0.541267642
Chapter VI Diseases of the nervous system,Alzheimer disease,CD6,T-cell differentiation antigen CD6,51998,661,0.87 [0.76-0.99],0.031819295,Chapter VI Diseases of the nervous system,Parkinson's disease,T-cell differentiation antigen CD6,51952,862,0.88 [0.78-0.98],0.026092787
Chapter VI Diseases of the nervous system,Alzheimer disease,CD63,CD63 antigen,51035,648,0.94 [0.82-1.07],0.334785134,Chapter VI Diseases of the nervous system,Parkinson's disease,CD63 antigen,50988,838,0.94 [0.83-1.06],0.313488697
Chapter VI Diseases of the nervous system,Alzheimer disease,CD69,Early activation antigen CD69,51267,655,0.98 [0.91-1.06],0.687759445,Chapter VI Diseases of the nervous system,Parkinson's disease,Early activation antigen CD69,51223,846,0.97 [0.91-1.04],0.410745036
Chapter VI Diseases of the nervous system,Alzheimer disease,CD7,T-cell antigen CD7,43410,565,1.19 [0.99-1.42],0.057933009,Chapter VI Diseases of the nervous system,Parkinson's disease,T-cell antigen CD7,43365,412,1.06 [0.86-1.32],0.591173824
Chapter VI Diseases of the nervous system,Alzheimer disease,CD70,CD70 antigen,51445,655,1.01 [0.86-1.18],0.944541885,Chapter VI Diseases of the nervous system,Parkinson's disease,CD70 antigen,51399,849,0.80 [0.69-0.92],0.001657157
Chapter VI Diseases of the nervous system,Alzheimer disease,CD72,B-cell differentiation antigen CD72,43810,566,1.05 [0.87-1.27],0.581999961,Chapter VI Diseases of the nervous system,Parkinson's disease,B-cell differentiation antigen CD72,43766,407,0.79 [0.63-0.99],0.039793636
Chapter VI Diseases of the nervous system,Alzheimer disease,CD74,HLA class II histocompatibility antigen gamma chain,51972,664,1.11 [0.91-1.35],0.310699266,Chapter VI Diseases of the nervous system,Parkinson's disease,HLA class II histocompatibility antigen gamma chain,51926,855,0.97 [0.81-1.16],0.737871966
Chapter VI Diseases of the nervous system,Alzheimer disease,CD79B,B-cell antigen receptor complex-associated protein beta chain,52083,662,1.06 [0.92-1.23],0.428645067,Chapter VI Diseases of the nervous system,Parkinson's disease,B-cell antigen receptor complex-associated protein beta chain,52037,862,0.92 [0.80-1.05],0.217070688
Chapter VI Diseases of the nervous system,Alzheimer disease,CD80,T-lymphocyte activation antigen CD80,44786,575,1.30 [1.03-1.63],0.02422768,Chapter VI Diseases of the nervous system,Parkinson's disease,T-lymphocyte activation antigen CD80,44742,423,0.97 [0.74-1.28],0.85126674
Chapter VI Diseases of the nervous system,Alzheimer disease,CD82,CD82 antigen,43973,571,0.87 [0.70-1.07],0.190431485,Chapter VI Diseases of the nervous system,Parkinson's disease,CD82 antigen,43931,414,0.91 [0.71-1.16],0.461866158
Chapter VI Diseases of the nervous system,Alzheimer disease,CD83,CD83 antigen,51445,655,1.22 [1.00-1.49],0.049130423,Chapter VI Diseases of the nervous system,Parkinson's disease,CD83 antigen,51399,849,0.90 [0.75-1.07],0.236448607
Chapter VI Diseases of the nervous system,Alzheimer disease,CD84,SLAM family member 5,51445,655,1.07 [0.86-1.33],0.543822749,Chapter VI Diseases of the nervous system,Parkinson's disease,SLAM family member 5,51399,849,0.97 [0.80-1.18],0.794799555
Chapter VI Diseases of the nervous system,Alzheimer disease,CD86,T-lymphocyte activation antigen CD86,44598,575,1.06 [0.81-1.40],0.668538441,Chapter VI Diseases of the nervous system,Parkinson's disease,T-lymphocyte activation antigen CD86,44554,423,0.98 [0.72-1.34],0.917460375
Chapter VI Diseases of the nervous system,Alzheimer disease,CD8A,T-cell surface glycoprotein CD8 alpha chain,51972,664,1.02 [0.90-1.17],0.727342603,Chapter VI Diseases of the nervous system,Parkinson's disease,T-cell surface glycoprotein CD8 alpha chain,51926,855,0.91 [0.81-1.03],0.139196914
Chapter VI Diseases of the nervous system,Alzheimer disease,CD93,Complement component C1q receptor,49578,639,0.94 [0.75-1.18],0.599114561,Chapter VI Diseases of the nervous system,Parkinson's disease,Complement component C1q receptor,49535,817,0.66 [0.54-0.82],9.56e-05
Chapter VI Diseases of the nervous system,Alzheimer disease,CD99,CD99 antigen,51533,659,1.08 [0.76-1.54],0.649020018,Chapter VI Diseases of the nervous system,Parkinson's disease,CD99 antigen,51486,848,0.47 [0.34-0.64],2.61e-06
Chapter VI Diseases of the nervous system,Alzheimer disease,CD99L2,CD99 antigen-like protein 2,51533,659,0.66 [0.49-0.88],0.004638563,Chapter VI Diseases of the nervous system,Parkinson's disease,CD99 antigen-like protein 2,51486,848,0.64 [0.50-0.82],0.000435081
Chapter VI Diseases of the nervous system,Alzheimer disease,CDA,Cytidine deaminase,44701,573,0.99 [0.84-1.17],0.889846539,Chapter VI Diseases of the nervous system,Parkinson's disease,Cytidine deaminase,44657,421,0.72 [0.59-0.89],0.001910054
Chapter VI Diseases of the nervous system,Alzheimer disease,CDAN1,Codanin-1,44681,576,0.91 [0.64-1.29],0.589530214,Chapter VI Diseases of the nervous system,Parkinson's disease,Codanin-1,44637,419,1.33 [0.93-1.91],0.12150663
Chapter VI Diseases of the nervous system,Alzheimer disease,CDC123,Cell division cycle protein 123 homolog,43188,552,0.92 [0.80-1.05],0.210126486,Chapter VI Diseases of the nervous system,Parkinson's disease,Cell division cycle protein 123 homolog,43143,402,1.09 [0.94-1.25],0.250366724
Chapter VI Diseases of the nervous system,Alzheimer disease,CDC25A,M-phase inducer phosphatase 1,43188,552,1.09 [0.89-1.32],0.413889464,Chapter VI Diseases of the nervous system,Parkinson's disease,M-phase inducer phosphatase 1,43143,402,0.98 [0.76-1.26],0.8662377
Chapter VI Diseases of the nervous system,Alzheimer disease,CDC26,Anaphase-promoting complex subunit CDC26,44513,575,0.94 [0.83-1.06],0.285896942,Chapter VI Diseases of the nervous system,Parkinson's disease,Anaphase-promoting complex subunit CDC26,44469,422,0.99 [0.86-1.13],0.858653622
Chapter VI Diseases of the nervous system,Alzheimer disease,CDC27,Cell division cycle protein 27 homolog,50307,647,1.02 [0.91-1.15],0.71006101,Chapter VI Diseases of the nervous system,Parkinson's disease,Cell division cycle protein 27 homolog,50261,834,1.09 [0.99-1.21],0.084526936
Chapter VI Diseases of the nervous system,Alzheimer disease,CDC37,Hsp90 co-chaperone Cdc37,51678,662,1.01 [0.93-1.10],0.837206156,Chapter VI Diseases of the nervous system,Parkinson's disease,Hsp90 co-chaperone Cdc37,51632,850,0.97 [0.91-1.05],0.491723544
Chapter VI Diseases of the nervous system,Alzheimer disease,CDC42BPB,Serine/threonine-protein kinase MRCK beta,44598,575,0.93 [0.85-1.00],0.056216154,Chapter VI Diseases of the nervous system,Parkinson's disease,Serine/threonine-protein kinase MRCK beta,44554,423,0.93 [0.85-1.02],0.130701017
Chapter VI Diseases of the nervous system,Alzheimer disease,CDCP1,CUB domain-containing protein 1,51120,649,1.15 [1.02-1.31],0.026725991,Chapter VI Diseases of the nervous system,Parkinson's disease,CUB domain-containing protein 1,51073,838,1.00 [0.90-1.12],0.953784316
Chapter VI Diseases of the nervous system,Alzheimer disease,CDH1,Cadherin-1,49809,638,0.99 [0.83-1.20],0.949193594,Chapter VI Diseases of the nervous system,Parkinson's disease,Cadherin-1,49766,826,0.84 [0.71-0.99],0.03992916
Chapter VI Diseases of the nervous system,Alzheimer disease,CDH15,Cadherin-15,51887,663,0.99 [0.89-1.11],0.899808365,Chapter VI Diseases of the nervous system,Parkinson's disease,Cadherin-15,51841,855,0.98 [0.90-1.08],0.750108211
Chapter VI Diseases of the nervous system,Alzheimer disease,CDH17,Cadherin-17,51520,659,0.99 [0.90-1.10],0.917717113,Chapter VI Diseases of the nervous system,Parkinson's disease,Cadherin-17,51476,849,0.98 [0.90-1.07],0.667913458
Chapter VI Diseases of the nervous system,Alzheimer disease,CDH2,Cadherin-2,51520,659,1.06 [0.87-1.29],0.555306851,Chapter VI Diseases of the nervous system,Parkinson's disease,Cadherin-2,51476,849,0.80 [0.67-0.95],0.009659887
Chapter VI Diseases of the nervous system,Alzheimer disease,CDH22,Cadherin-22,43973,571,1.07 [0.81-1.40],0.645155224,Chapter VI Diseases of the nervous system,Parkinson's disease,Cadherin-22,43931,414,0.79 [0.55-1.12],0.180581528
Chapter VI Diseases of the nervous system,Alzheimer disease,CDH23,Cadherin-23,44681,576,0.91 [0.67-1.24],0.546422411,Chapter VI Diseases of the nervous system,Parkinson's disease,Cadherin-23,44637,419,0.90 [0.63-1.29],0.582560455
Chapter VI Diseases of the nervous system,Alzheimer disease,CDH3,Cadherin-3,51972,664,1.12 [0.93-1.35],0.23181636,Chapter VI Diseases of the nervous system,Parkinson's disease,Cadherin-3,51926,855,0.86 [0.72-1.01],0.07332445
Chapter VI Diseases of the nervous system,Alzheimer disease,CDH4,Cadherin-4,43345,561,0.88 [0.74-1.06],0.185564718,Chapter VI Diseases of the nervous system,Parkinson's disease,Cadherin-4,43303,408,1.16 [0.96-1.39],0.117638746
Chapter VI Diseases of the nervous system,Alzheimer disease,CDH5,Cadherin-5,52156,670,1.01 [0.80-1.26],0.946972138,Chapter VI Diseases of the nervous system,Parkinson's disease,Cadherin-5,52112,860,0.79 [0.65-0.97],0.026614432
Chapter VI Diseases of the nervous system,Alzheimer disease,CDH6,Cadherin-6,51520,659,1.11 [0.92-1.33],0.268676145,Chapter VI Diseases of the nervous system,Parkinson's disease,Cadherin-6,51476,849,0.97 [0.83-1.14],0.732990332
Chapter VI Diseases of the nervous system,Alzheimer disease,CDHR1,Cadherin-related family member 1,50313,641,0.88 [0.74-1.04],0.141764539,Chapter VI Diseases of the nervous system,Parkinson's disease,Cadherin-related family member 1,50268,833,0.89 [0.76-1.03],0.121030486
Chapter VI Diseases of the nervous system,Alzheimer disease,CDHR2,Cadherin-related family member 2,51282,658,0.90 [0.82-1.00],0.042395472,Chapter VI Diseases of the nervous system,Parkinson's disease,Cadherin-related family member 2,51237,847,0.92 [0.85-1.01],0.079975152
Chapter VI Diseases of the nervous system,Alzheimer disease,CDHR5,Cadherin-related family member 5,51520,659,0.75 [0.63-0.88],0.000749403,Chapter VI Diseases of the nervous system,Parkinson's disease,Cadherin-related family member 5,51476,849,0.80 [0.69-0.93],0.004579628
Chapter VI Diseases of the nervous system,Alzheimer disease,CDK1,Cyclin-dependent kinase 1,43188,552,1.13 [0.91-1.42],0.264673929,Chapter VI Diseases of the nervous system,Parkinson's disease,Cyclin-dependent kinase 1,43143,402,0.98 [0.75-1.27],0.87233567
Chapter VI Diseases of the nervous system,Alzheimer disease,CDK5RAP3,CDK5 regulatory subunit-associated protein 3,44708,575,0.87 [0.75-1.01],0.066666346,Chapter VI Diseases of the nervous system,Parkinson's disease,CDK5 regulatory subunit-associated protein 3,44664,422,1.02 [0.87-1.19],0.85272663
Chapter VI Diseases of the nervous system,Alzheimer disease,CDKL5,Cyclin-dependent kinase-like 5,43345,561,0.99 [0.85-1.15],0.887568091,Chapter VI Diseases of the nervous system,Parkinson's disease,Cyclin-dependent kinase-like 5,43303,408,0.84 [0.69-1.03],0.090848074
Chapter VI Diseases of the nervous system,Alzheimer disease,CDKN1A,Cyclin-dependent kinase inhibitor 1,51282,658,0.98 [0.92-1.05],0.577408269,Chapter VI Diseases of the nervous system,Parkinson's disease,Cyclin-dependent kinase inhibitor 1,51237,847,0.95 [0.90-1.01],0.114440236
Chapter VI Diseases of the nervous system,Alzheimer disease,CDKN2D,Cyclin-dependent kinase 4 inhibitor D,51282,658,0.99 [0.92-1.07],0.846560345,Chapter VI Diseases of the nervous system,Parkinson's disease,Cyclin-dependent kinase 4 inhibitor D,51237,847,1.00 [0.94-1.07],0.930383127
Chapter VI Diseases of the nervous system,Alzheimer disease,CDNF,Cerebral dopamine neurotrophic factor,51282,658,0.99 [0.80-1.22],0.898401238,Chapter VI Diseases of the nervous system,Parkinson's disease,Cerebral dopamine neurotrophic factor,51237,847,0.84 [0.70-1.02],0.076163001
Chapter VI Diseases of the nervous system,Alzheimer disease,CDON,Cell adhesion molecule-related/down-regulated by oncogenes,51573,661,0.72 [0.56-0.94],0.014188714,Chapter VI Diseases of the nervous system,Parkinson's disease,Cell adhesion molecule-related/down-regulated by oncogenes,51527,852,0.58 [0.46-0.72],1.68e-06
Chapter VI Diseases of the nervous system,Alzheimer disease,CDSN,Corneodesmosin,51921,661,1.11 [0.95-1.30],0.187678312,Chapter VI Diseases of the nervous system,Parkinson's disease,Corneodesmosin,51875,861,0.92 [0.80-1.06],0.256495061
Chapter VI Diseases of the nervous system,Alzheimer disease,CEACAM1,Carcinoembryonic antigen-related cell adhesion molecule 1,51597,661,1.09 [0.80-1.49],0.592089416,Chapter VI Diseases of the nervous system,Parkinson's disease,Carcinoembryonic antigen-related cell adhesion molecule 1,51551,844,1.11 [0.84-1.47],0.446555938
Chapter VI Diseases of the nervous system,Alzheimer disease,CEACAM16,Carcinoembryonic antigen-related cell adhesion molecule 16,44598,575,0.94 [0.85-1.04],0.251649679,Chapter VI Diseases of the nervous system,Parkinson's disease,Carcinoembryonic antigen-related cell adhesion molecule 16,44554,423,0.96 [0.86-1.08],0.518730133
Chapter VI Diseases of the nervous system,Alzheimer disease,CEACAM18,Carcinoembryonic antigen-related cell adhesion molecule 18,43973,571,1.08 [0.97-1.20],0.149119537,Chapter VI Diseases of the nervous system,Parkinson's disease,Carcinoembryonic antigen-related cell adhesion molecule 18,43931,414,1.06 [0.94-1.21],0.332271657
Chapter VI Diseases of the nervous system,Alzheimer disease,CEACAM19,Carcinoembryonic antigen-related cell adhesion molecule 19,44598,575,1.06 [0.86-1.29],0.598958379,Chapter VI Diseases of the nervous system,Parkinson's disease,Carcinoembryonic antigen-related cell adhesion molecule 19,44554,423,0.91 [0.72-1.15],0.415208155
Chapter VI Diseases of the nervous system,Alzheimer disease,CEACAM20,Carcinoembryonic antigen-related cell adhesion molecule 20,43973,571,0.92 [0.76-1.11],0.383649776,Chapter VI Diseases of the nervous system,Parkinson's disease,Carcinoembryonic antigen-related cell adhesion molecule 20,43931,414,0.87 [0.70-1.10],0.246589186
Chapter VI Diseases of the nervous system,Alzheimer disease,CEACAM21,Carcinoembryonic antigen-related cell adhesion molecule 21,51445,655,1.01 [0.93-1.09],0.813848316,Chapter VI Diseases of the nervous system,Parkinson's disease,Carcinoembryonic antigen-related cell adhesion molecule 21,51399,849,1.02 [0.95-1.09],0.648603136
Chapter VI Diseases of the nervous system,Alzheimer disease,CEACAM3,Carcinoembryonic antigen-related cell adhesion molecule 3,50307,647,1.10 [0.96-1.26],0.174287522,Chapter VI Diseases of the nervous system,Parkinson's disease,Carcinoembryonic antigen-related cell adhesion molecule 3,50261,834,1.12 [0.99-1.26],0.068866238
Chapter VI Diseases of the nervous system,Alzheimer disease,CEACAM5,Carcinoembryonic antigen-related cell adhesion molecule 5,49658,643,1.19 [1.07-1.32],0.000964853,Chapter VI Diseases of the nervous system,Parkinson's disease,Carcinoembryonic antigen-related cell adhesion molecule 5,49612,823,1.07 [0.98-1.18],0.146514491
Chapter VI Diseases of the nervous system,Alzheimer disease,CEACAM6,Carcinoembryonic antigen-related cell adhesion molecule 6,44792,582,1.26 [1.05-1.50],0.011516775,Chapter VI Diseases of the nervous system,Parkinson's disease,Carcinoembryonic antigen-related cell adhesion molecule 6,44748,420,0.96 [0.75-1.22],0.728639059
Chapter VI Diseases of the nervous system,Alzheimer disease,CEACAM8,Carcinoembryonic antigen-related cell adhesion molecule 8,50576,656,1.16 [1.01-1.33],0.031980969,Chapter VI Diseases of the nervous system,Parkinson's disease,Carcinoembryonic antigen-related cell adhesion molecule 8,50532,843,1.01 [0.89-1.14],0.89660151
Chapter VI Diseases of the nervous system,Alzheimer disease,CEBPA,CCAAT/enhancer-binding protein alpha,43494,565,1.02 [0.82-1.27],0.855947488,Chapter VI Diseases of the nervous system,Parkinson's disease,CCAAT/enhancer-binding protein alpha,43449,414,0.97 [0.75-1.26],0.824457509
Chapter VI Diseases of the nervous system,Alzheimer disease,CEBPB,CCAAT/enhancer-binding protein beta,50576,656,1.09 [0.91-1.31],0.344268649,Chapter VI Diseases of the nervous system,Parkinson's disease,CCAAT/enhancer-binding protein beta,50532,843,0.91 [0.77-1.07],0.258621672
Chapter VI Diseases of the nervous system,Alzheimer disease,CELA2A,Chymotrypsin-like elastase family member 2A,44792,582,0.97 [0.86-1.10],0.673495622,Chapter VI Diseases of the nervous system,Parkinson's disease,Chymotrypsin-like elastase family member 2A,44748,420,0.80 [0.69-0.92],0.00207864
Chapter VI Diseases of the nervous system,Alzheimer disease,CELA3A,Chymotrypsin-like elastase family member 3A,52071,670,0.99 [0.88-1.11],0.886264573,Chapter VI Diseases of the nervous system,Parkinson's disease,Chymotrypsin-like elastase family member 3A,52027,860,0.95 [0.86-1.06],0.35291118
Chapter VI Diseases of the nervous system,Alzheimer disease,CELSR2,Cadherin EGF LAG seven-pass G-type receptor 2,43810,566,1.15 [0.88-1.50],0.318642376,Chapter VI Diseases of the nervous system,Parkinson's disease,Cadherin EGF LAG seven-pass G-type receptor 2,43766,407,0.66 [0.48-0.91],0.011766677
