protein1,protein2
Q8IUD2,Q9Y6K9
Q8IUD2,O14920
Q8IUD2,Q13136
Q8IUD2,P20340
Q8IUD2,Q6P9F5
Q8IUD2,Q9UPW8
Q8IUD2,P25963
Q8IUD2,Q8WXC3
Q8IUD2,Q9ULZ3
Q9H832,A0AVT1
Q9H832,P22314
Q9H832,O15205
Q9H832,P0CG47
Q9H832,Q7Z7E8
Q9H832,P41226
Q9H832,Q8TBC4
Q6UXN7,Q8IWA4
Q16288,P34130
Q16288,P23560
Q16288,Q13332
Q16288,P20783
Q16288,P01138
Q16288,P29353
Q16288,P39905
Q16288,Q16620
Q16288,P08138
Q16288,P19174
Q16288,P62993
Q16288,Q9UQQ2
Q16288,P00519
Q16288,Q6S5L8
Q16288,P16885
Q16288,Q99523
Q16288,P98077
Q16288,P42679
Q16288,P04629
Q16288,P01112
Q9Y662,Q9Y663
Q9Y662,O75897
Q9Y662,O43704
P35030,P07478
P35030,P00995
P35030,P07477
P35030,P05067
P35030,Q6GPI1
P35030,P17538
P35030,P10646
P35030,Q01523
P35030,P01266
P17538,P15085
P17538,P01011
P17538,P01009
P17538,Q6GPI1
P17538,P15086
P17538,P16233
P17538,P19835
P17538,P00995
P17538,P07477
P17538,P01023
P17538,P04746
P17538,P04745
P17538,P19961
P17538,P40313
P17538,P02768
P17538,P01308
P17538,P04118
P17538,A8K2U0
P17538,P35030
P17538,P08861
Q8TBC4,Q13564
Q8TBC4,P61081
Q8TBC4,Q15843
Q8TBC4,Q969M7
Q8TBC4,Q13616
Q8TBC4,Q9GZZ9
Q8TBC4,Q96GG9
Q8TBC4,Q96LD8
Q8TBC4,P61077
Q8TBC4,Q92905
Q8TBC4,P63208
Q8TBC4,P62256
Q8TBC4,P51668
Q8TBC4,P22314
Q8TBC4,Q13618
Q8TBC4,O95352
Q8TBC4,P62837
Q8TBC4,Q9BTE7
Q8TBC4,P49427
Q8TBC4,O00762
P21266,Q03013
P21266,P46439
P21266,P30041
P21266,P48637
P21266,P00390
P21266,O43708
P21266,P08684
P21266,O95881
P21266,P78417
P21266,O15217
P21266,P0CG30
P21266,P33261
P21266,P22352
P21266,P18283
P21266,Q96SL4
P21266,O75715
P21266,O60760
P21266,P09211
P21266,P09488
P21266,P08263
P42224,P10914
P42224,P15260
P42224,Q92793
P42224,O60674
P42224,Q00978
P42224,P52294
P42224,P40763
P42224,P17181
P42224,P29597
P42224,O95786
P42224,O14543
P42224,P05161
P42224,P01579
P42224,O14879
P42224,Q6UWB1
P42224,P63244
P42224,P17706
P42224,P00533
P42224,P05231
P42224,P32455
Q9NRJ3,Q99616
Q9NRJ3,P48061
Q9NRJ3,O00585
Q9NRJ3,P13501
Q9NRJ3,P02776
Q9NRJ3,O43927
Q9NRJ3,P02775
Q9NRJ3,Q07325
Q9NRJ3,P19875
Q9NRJ3,P02778
Q9NRJ3,Q9Y258
Q9NRJ3,Q92583
Q9NRJ3,P06307
Q9NRJ3,P47992
Q9NRJ3,O95715
Q9NRJ3,P51671
Q9NRJ3,Q6UXB2
Q9NRJ3,P10720
Q9NRJ3,Q9UBD3
Q9NRJ3,Q9Y4X3
P00387,P00167
P00387,P51687
P00387,Q02127
P00387,P68871
P00387,Q9NZD4
P00387,P15289
P00387,P16435
P21964,P20711
P21964,P11086
P21964,P43353
P21964,P30838
P21964,P40394
P21964,P28332
P21964,P00325
P21964,P00326
P21964,P23560
P21964,P08319
P21964,O75106
P21964,P07327
P21964,P11766
P21964,Q16853
P21964,P28223
P21964,P19224
P21964,Q9HAW9
P21964,P22309
P21964,P54855
P21964,Q96EV8
P11387,Q9NUW8
P11387,P04637
P11387,P09874
P11387,P12956
P11387,P36873
P11387,Q9UMS4
P11387,P63279
P11387,P19338
P11387,O60885
P11387,P39748
P11387,P07910
P11387,Q08211
P11387,O14757
P11387,Q9H9A7
P11387,Q9C035
P11387,Q15233
P11387,P22087
P11387,P53999
P11387,P18887
P00491,P00813
P00491,P47989
P00491,P07741
P00491,O95045
P00491,Q16831
P00491,Q9Y2T3
P00491,P21589
P00491,P00492
P00491,P55263
P00491,Q8TCD5
P00491,P19971
P00491,Q9NZK5
P00491,Q96BW1
P00491,Q9NPB1
P00491,Q9NWW6
P00491,P49902
P00491,P27707
P00491,P32320
P00491,Q9NPI5
P00491,O00142
P07766,P09693
P07766,P20963
P07766,P43403
P07766,P43405
P07766,P01732
P07766,P01730
P07766,P10966
P07766,P06239
P07766,Q6PIZ9
P07766,P06241
P07766,P06729
P07766,P61769
P07766,P06127
P07766,P16871
P07766,Q16853
P07766,P30203
P07766,P10747
P07766,Q9NZQ7
P07766,P04216
P07766,P11215
Q7Z2W9,P52815
Q7Z2W9,O75394
Q7Z2W9,P46777
Q7Z2W9,Q9BYC8
Q7Z2W9,P62913
Q7Z2W9,P23396
Q7Z2W9,Q14197
Q7Z2W9,Q5T653
Q7Z2W9,Q9BYD6
Q7Z2W9,O60783
Q7Z2W9,Q96E11
Q7Z2W9,Q9UKD2
Q7Z2W9,P60866
Q7Z2W9,Q15648
Q7Z2W9,Q9UNX3
Q7Z2W9,P46782
Q7Z2W9,Q8N5N7
Q7Z2W9,P62263
Q7Z2W9,P49771
Q7Z2W9,P04233
Q13467,P41221
Q13467,O00755
Q13467,Q68DV7
Q13467,O96014
Q13467,O75581
Q13467,P56704
Q13467,Q13145
Q13467,O14641
Q13467,P34925
Q13467,O75197
Q13467,Q9H1J7
Q13467,Q9ULT6
Q13467,O75487
Q13467,P50148
Q13467,O00744
Q13467,Q9UBV4
Q13467,Q9GZT5
Q13467,Q01974
Q13467,Q96HF1
Q13467,P35222
P19961,P11216
P19961,P06737
P19961,P04746
P19961,P10253
P19961,P04745
P19961,P17538
P19961,Q6GPI1
P19961,Q9UJM8
P19961,O15488
P19961,P02768
P19961,P16233
Q9HCE7,Q15797
Q9HCE7,Q99717
Q9HCE7,P36897
Q9HCE7,P61586
Q9HCE7,Q9HAU4
Q9HCE7,P37173
Q9HCE7,Q15796
Q9HCE7,P68036
Q9HCE7,P84022
Q9HCE7,P61077
Q9HCE7,Q9BSQ5
Q9HCE7,Q13485
Q9HCE7,P0CG48
Q9HCE7,P62837
Q9HCE7,P45974
Q9HCE7,P00533
Q9HCE7,O00238
Q9HCE7,Q13873
Q9HCE7,Q05513
Q9HCE7,P01137
Q96SL4,P00390
Q96SL4,P30041
Q96SL4,Q9UBK2
Q96SL4,P48637
Q96SL4,P09917
Q96SL4,P18283
Q96SL4,P22352
Q96SL4,O75715
Q96SL4,O95881
Q96SL4,P10599
Q96SL4,O15296
Q96SL4,Q9BUX1
Q96SL4,P04179
Q96SL4,Q8WUX2
Q96SL4,O60760
Q96SL4,P00441
Q96SL4,Q16881
Q96SL4,P47989
Q96SL4,P35754
Q96SL4,Q96HE7
Q8TCE6,Q9UBQ0
Q8TCE6,Q8N668
Q8TCE6,Q7Z4G1
Q8TCE6,Q9GZQ3
Q8TCE6,Q9P000
Q8TCE6,Q86VX2
Q8TCE6,Q9NX08
Q8TCE6,Q9Y6G5
Q96RD9,Q16633
Q96RD9,P01833
Q96RD9,Q02223
Q96RD9,P11912
Q9UQE7,P49711
Q9UQE7,P0CG13
Q9UQE7,Q9BY41
Q9UQE7,P53350
Q9UQE7,Q9BVC3
Q9UQE7,Q96MF7
Q9UQE7,P68431
Q9UQE7,P35249
Q9UQE7,Q8WV22
Q9UQE7,P17535
Q9UQE7,Q8N140
Q9UQE7,Q8N7B1
Q9UQE7,Q96GD4
Q9UQE7,P01106
Q9UQE7,P50539
Q9UQE7,P0C0S5
Q9UQE7,P39748
O14602,P41567
O14602,O60739
O14602,P23396
O14602,P60866
O14602,P47813
O14602,P20042
O14602,P46782
O14602,Q8NFZ3
O14602,P04233
O14602,P05198
O14602,P62263
O14602,P55010
O14602,P55884
O14602,P62913
O14602,O60783
O14602,P08865
O14602,P62851
O14602,P61247
O14602,O75821
O14602,P39019
P30050,P61247
P30050,P62979
P30050,P23396
P30050,P63173
P30050,P62263
P30050,P05387
P30050,P25398
P30050,P46777
P30050,P39019
P30050,P63244
P30050,P08865
P30050,P46783
P30050,P62913
P30050,P62851
P30050,P60866
P30050,P62081
P30050,P62701
P30050,P46782
P30050,P62888
P30050,Q9UNX3
Q9Y2R0,Q15526
Q9Y2R0,P20674
Q9Y2R0,Q9BSH4
Q9Y2R0,P10606
Q9H7P6,Q99816
Q9H7P6,Q9UK41
Q9H7P6,Q96H20
Q9H7P6,Q9BRG1
Q9H7P6,Q96FZ7
Q9H7P6,Q9Y3E7
Q9H7P6,O43633
Q9H7P6,Q9BY43
Q9H7P6,Q8WUM4
Q9H7P6,Q9UQN3
Q9H7P6,Q7LBR1
Q9H7P6,O14964
Q9H7P6,Q9NP79
Q9UHC6,Q02246
Q9UHC6,Q9NZ94
Q9UHC6,Q8N0W4
Q9UHC6,Q9P0K1
Q9UHC6,P42658
Q9UHC6,Q8N608
Q9UHC6,Q9BPU6
Q9UHC6,A6NGN9
Q9UHC6,Q9UL42
Q9UHC6,P49418
Q9UHC6,Q8IWV2
Q9UHC6,Q13303
Q9UHC6,Q9BYB0
Q9UHC6,Q9Y597
Q9UHC6,Q96T52
Q9UHC6,O00499
Q9UHC6,Q8N2Q7
Q9UHC6,Q15700
Q9UHC6,Q12860
Q9UHC6,O94856
P20963,P08637
P20963,O76036
P20963,P07766
P20963,P43403
P20963,O14931
P20963,O75015
P20963,P09693
P20963,P01732
P20963,P43405
P20963,P06239
P20963,P06241
P20963,P01730
P20963,Q07011
P20963,Q6PIZ9
P20963,P10747
P20963,P29353
P20963,P61769
P20963,P10966
P20963,P06729
P20963,P29350
Q05682,P28482
Q05682,P27361
Q05682,P29536
Q05682,P09493
Q05682,P51911
Q05682,P24844
Q05682,Q01995
Q05682,P18206
Q05682,P07951
Q05682,P28906
Q05682,P29353
Q05682,Q4VC05
Q05682,O14950
Q92974,P61586
Q92974,Q05397
Q92974,O43353
Q92974,P62745
Q92974,P08134
Q92974,P63172
Q92974,P60953
Q92974,P63000
Q92974,O96013
Q92974,P63104
Q92974,P47224
Q92974,P31749
Q92974,Q04917
Q92974,Q8N5L8
Q96EK5,O43896
Q14494,O15525
Q14494,Q14145
Q14494,Q9UBK2
Q14494,Q5TDH0
Q07325,P02776
Q07325,O14625
Q07325,P13500
Q07325,P02778
Q07325,P48061
Q07325,P51671
Q07325,Q99616
Q07325,P13501
Q07325,O00585
Q07325,P47992
Q07325,O95715
Q07325,P19875
Q07325,Q9NRJ3
Q07325,Q9Y258
Q07325,P02775
Q07325,Q6UXB2
Q07325,O43927
Q07325,P40259
Q07325,P11912
Q07325,P10720
O14511,P21860
O14511,Q15303
O14511,Q8WWG1
O14511,P00533
O14511,P04626
O14511,P56975
O14511,Q02297
O14511,P01133
O14511,P35070
O14511,O14944
O14511,P15514
O14511,Q99075
O14511,P78352
Q96CG3,Q92844
Q99759,Q9BSQ5
Q99759,Q13163
Q99759,Q13501
Q99759,P46734
Q99759,O14920
Q99759,Q9Y6K9
Q99759,P52564
Q99759,P20963
Q99759,P62258
Q99759,P31749
Q99759,Q02750
Q15399,O60603
Q15399,O00206
Q15399,P58753
Q15399,Q9BXR5
Q15399,P16671
Q15399,Q8WTV0
Q15399,Q14108
Q15399,P38646
Q15399,P05231
Q15399,Q9NWZ3
Q15399,O60602
Q15399,P05107
Q15399,P01584
Q15399,P01375
Q15399,P81534
Q15399,Q9BXN2
Q15399,Q12841
Q15399,P22301
Q15399,P19838
Q15399,P01574
Q8IYK4,O60568
Q8IYK4,Q8NBJ5
Q8IYK4,O00469
Q8IYK4,P02458
Q8IYK4,Q5TAT6
Q12905,Q12906
Q12905,P07910
Q12905,Q08211
Q12905,P52272
Q12905,P31943
Q12905,P09651
Q12905,O43390
Q12905,P67809
Q12905,O60506
Q12905,P52597
Q12905,P61978
Q12905,Q15717
Q12905,P22626
Q12905,P62306
Q12905,P12956
Q12905,P62995
Q12905,P05455
Q12905,P38919
Q12905,P62316
Q12905,P62826
Q8WV22,Q96MF7
Q8WV22,Q8N140
Q8WV22,Q6EEV6
Q8WV22,Q9UQE7
Q9NZV6,Q9UJ68
Q9NZV6,P22352
Q9NZV6,P18283
Q9NZV6,Q9BQE4
Q9NZV6,Q96SL4
Q9NZV6,P63302
Q9NZV6,Q8IZQ5
Q9NZV6,O60613
Q9NZV6,P10599
Q9NZV6,O75715
Q9NZV6,Q16881
Q9NZV6,Q8WWX9
Q96PU8,Q9BTT4
Q96PU8,Q15648
Q96PU8,Q9NPJ6
Q96PU8,O43251
Q96PU8,Q9NR56
Q96PU8,P61978
Q96PU8,Q5VZF2
Q96PU8,Q6NXG1
Q96PU8,Q96I24
Q96PU8,Q8WVV9
Q96PU8,P15056
Q96PU8,P38919
Q96PU8,P07910
Q96PU8,P51114
Q96PU8,P26368
Q9H4F8,P09486
Q9H4F8,P19883
Q5T6F0,Q13620
Q5T6F0,Q96JK2
Q5T6F0,Q8TEB1
Q5T6F0,P48643
Q5T6F0,P46527
P08727,P05783
P08727,P02771
P08727,O43490
P08727,P09104
P08727,P51654
P08727,P16284
P08727,P15941
P08727,P12830
P08727,P17931
P08727,P48436
P08727,P04216
P08727,P08729
Q96LA5,P01833
P12109,P12110
P12109,P12111
P12109,P02452
P12109,Q9HCN6
P12109,P02461
P12109,P16070
P12109,P08648
P12109,P20908
P12109,Q9UKX5
P12109,P18084
P12109,P21810
P12109,P17301
P12109,P39060
P12109,P50454
P12109,P20849
P12109,P07585
P12109,P35443
P12109,P02751
P12109,Q15113
P12109,P07996
Q86VH5,Q9UI47
Q86VH5,P58401
Q86VH5,"ENSP
9606.ENSP00000385142    P58400
9606.ENSP00000385142    Q9ULB1
Name: UniProt, dtype: object"
Q86VH5,"ENSP
9606.ENSP00000489551    Q9HDB5
9606.ENSP00000489551    Q9Y4C0
Name: UniProt, dtype: object"
Q86VH5,P35052
Q14457,Q07817
Q14457,P10415
Q14457,P09429
Q14457,Q96F24
Q14457,Q8NEB9
Q14457,Q07820
Q14457,Q13490
Q14457,Q9Y371
Q14457,Q13489
Q14457,P20339
Q14457,P60520
Q14457,O95166
Q14457,Q9NT62
Q14457,O60260
Q14457,P54252
Q14457,P53355
Q14457,Q92843
Q14457,Q9H0R8
Q14457,O43521
Q14457,Q9H1Y0
Q9Y5S2,P60953
Q9Y5S2,Q14CS0
Q9Y5S2,Q5VT25
Q8WW01,Q9BSV6
P28074,Q99436
P28074,P28070
P28074,P28072
P28074,P25786
P28074,P62195
P28074,P17980
P28074,P25787
P28074,O14818
P28074,P49721
P28074,P25788
P28074,P49720
P28074,P60900
P28074,P20618
P28074,P25789
P28074,P28066
P28074,P55036
P28074,Q15008
P28074,P28065
P28074,P51665
P28074,Q9NRR5
P21980,P02751
P21980,Q9Y653
P21980,P05556
P21980,P27540
Q08722,Q9P1W8
Q08722,P07996
Q08722,P78324
Q08722,Q14108
Q08722,P16671
Q08722,Q8WTV0
Q08722,O00241
Q08722,Q8TD46
Q08722,P35442
Q08722,P35443
Q08722,P49747
Q08722,P35968
Q08722,P49746
Q08722,Q06124
Q08722,Q9NZQ7
Q08722,P05556
Q08722,O00182
Q08722,O60603
Q08722,P41217
Q08722,P27797
P26441,P42702
P26441,P26992
P26441,P40189
P26441,P08887
P26441,P41159
P26441,Q6UWB1
P26441,P15018
P26441,P01588
P26441,P09919
P26441,Q99650
P26441,P20809
P26441,P01236
P26441,P40225
P26441,P23560
P26441,P39905
P26441,P01242
P26441,P01241
P26441,P09038
P26441,P05231
P26441,P13725
O95154,O43488
O95154,P15121
O95154,O60682
O95154,P14550
Q86WA9,P51688
Q6NT46,P43357
Q6NT46,P0CL80
Q6NT46,P46777
Q6NT46,P62913
Q6NT46,P39019
Q6NT46,P62888
Q6NT46,P63173
Q6NT46,P23396
Q6NT46,P61247
Q6NT46,P62081
Q6NT46,P62851
Q6NT46,P05387
Q6NT46,P62979
Q9H5Q4,Q00059
Q9H5Q4,Q06547
Q9H5Q4,Q9UBK2
Q9H5Q4,Q9Y221
Q9H5Q4,Q9NYH9
Q9H5Q4,Q9UKD2
Q9H5Q4,P23396
Q9H5Q4,Q9UBP6
P30520,P30566
P30520,P31939
P30520,Q01433
P30520,P12268
P30520,P20839
P30520,P36959
P30520,Q9BY32
P30520,P00492
P30520,Q8N142
P30520,P08243
P30520,P21589
P30520,P00505
P30520,P17174
P30520,Q8WVQ1
P30520,O75356
P30520,Q9H0P0
P30520,O75354
P30520,P49902
P30520,Q9BXI3
P30520,Q7L266
O15229,Q16719
O15229,Q16773
O15229,Q8N5Z0
O15229,Q6YP21
O15229,P46952
O15229,P48775
O15229,P14902
O15229,Q15274
P07954,P21912
P07954,P40926
P07954,O75390
P07954,P48163
P07954,P23368
P07954,P00505
P07954,P17174
P07954,O75874
P07954,P09622
P07954,P21399
P07954,P24298
P07954,Q8TD30
P07954,P04424
P07954,P00338
P07954,P16930
P07954,Q6P587
P07954,P04181
P07954,P21549
P07954,P36957
P07954,Q9BU89
P49802,P48643
P49802,P50148
P49802,P36269
P49802,P63096
P49802,P25098
P49802,P08754
P49802,Q92888
P49802,P08567
P49802,P49798
P49802,O95295
P35609,Q8WZ42
P35609,P50461
P35609,O15273
P35609,Q53GG5
P35609,Q9UQM7
P35609,O00151
P35609,P45379
P35609,P09493
P35609,P08590
P35609,P45378
P35609,P18206
P35609,O43707
P35609,P78352
P35609,Q14896
P35609,P19429
P35609,P12814
P35609,Q96A32
P35609,P07951
P35609,Q96HC4
P35609,P54296
Q15388,P37840
Q15388,Q9Y512
Q15388,O14925
Q15388,Q70CQ3
Q15388,P27824
Q15388,Q8IWA4
Q15388,P38646
Q15388,O00170
Q15388,Q00059
Q15388,O00429
Q15388,O75390
Q15388,Q9Y3D6
Q15388,Q8IXI2
Q15388,P99999
Q15388,Q9GZQ8
Q15388,O75431
Q15388,Q3ZCQ8
Q15388,P10415
Q15388,O60260
Q15388,Q5TGZ0
Q9GZT9,Q16665
Q9GZT9,P40337
Q9GZT9,Q9H6Z9
Q9GZT9,P27540
Q9GZT9,Q96KS0
Q9GZT9,P17252
Q9GZT9,Q9UGP4
Q9GZT9,P05771
Q9GZT9,P05129
Q9GZT9,P01588
Q9GZT9,Q9UNL4
Q9GZT9,P08238
Q9GZT9,P49427
Q9GZT9,Q9NWT6
Q9GZT9,Q15185
Q9GZT9,P07900
Q9GZT9,P13674
Q9GZT9,O15460
Q9GZT9,P68431
Q9GZT9,P19235
Q9H425,P20674
Q9H425,P14927
Q9H425,Q96KJ9
Q9H425,Q02221
Q9H425,O95169
Q9H425,P09669
Q9H425,P19404
Q9H425,P21912
Q9H425,O14925
Q9H425,Q9HAV7
Q9H425,Q10713
Q9H425,O95139
Q9H425,P24539
Q9H425,P48047
Q9H425,Q9HC16
Q9H425,P38646
Q9H425,P99999
Q9H425,O43678
Q9H425,Q16718
Q9H425,Q9NX14
P01019,P00797
P01019,P12821
P01019,Q9BYF1
P01019,P20366
P01019,P01042
P01019,P07492
P01019,P50148
P01019,Q07837
P01019,P08473
P01019,P05305
P01019,P01160
P01019,P23946
P01019,P08235
P01019,Q07075
P01019,P08311
P01019,P15144
P01019,P07339
P01019,P30990
P01019,P01189
P01019,P02768
Q10471,Q02742
Q10471,Q9NSC7
Q10471,Q6ZMB0
Q10471,Q96EU7
Q10471,Q00973
P20338,Q15276
P20338,Q96T51
P20338,P20339
P20338,Q15075
P20338,P31150
P20338,P50395
P20338,Q4V328
P20338,Q9Y496
P20338,Q15836
P20338,Q12846
P20338,P62330
P20338,O15066
P20338,Q9Y6G9
P20338,P02786
P20338,O75154
P20338,P11279
Q7L7L0,Q16778
Q7L7L0,Q8N257
Q7L7L0,P62979
Q7L7L0,P68431
Q7L7L0,O60814
Q7L7L0,Q92769
Q16774,P49915
Q16774,P07741
Q16774,P23921
Q16774,O00746
Q16774,P22392
Q16774,P00492
Q16774,P15531
Q16774,Q9BY32
Q16774,Q9Y5B8
Q16774,Q7LG56
Q16774,P31350
Q16774,P36959
Q16774,Q9BXI3
Q16774,P14618
Q16774,Q8TCD5
Q16774,P30613
Q16774,Q9NPB1
Q16774,O43924
Q16774,O75355
Q16774,Q9HCR9
O00548,Q04721
O00548,Q9UM47
O00548,P46531
O00548,Q9NR61
O00548,Q9NYJ7
O00548,Q15796
O00548,Q9Y5J3
O00548,Q5TA89
O00548,P78504
O00548,P51608
O00548,P35222
O00548,O14672
O00548,P84022
O00548,Q13485
O00548,Q13361
O00548,Q9BXP5
Q5VT25,P60953
Q5VT25,P61586
Q5VT25,P17081
Q5VT25,P24844
Q5VT25,Q9Y5S2
P35442,P16671
P35442,Q08722
P35442,P14780
P35442,Q14108
P35442,Q8WTV0
P35442,P05556
P35442,P08253
P35442,P02751
P35442,P02452
P35442,P18084
P35442,Q15063
P35442,P51884
P35442,Q9UKX5
P35442,P17301
P35442,P02461
P35442,P12111
P35442,P08648
P35442,Q14050
P35442,P12109
P35442,P12110
P09874,P42574
P09874,P18887
P09874,P12956
P09874,P06746
P09874,P55210
P09874,Q9UNS1
P09874,O75367
P09874,Q86WJ1
P09874,P04637
P09874,P06748
P09874,P27695
P09874,P10144
P09874,P39748
P09874,Q9NTX7
P09874,P11387
P09874,P49711
P09874,P15927
P09874,Q7Z2E3
P09874,P10415
P09874,Q8N2W9
O00292,Q96S42
O00292,Q13705
O00292,P13385
O00292,P10600
O00292,P0CG37
O00292,P01137
O00292,Q99697
O00292,O95813
O00292,P27037
O00292,Q9H9S0
O00292,P36896
O00292,P17302
O00292,P48431
O00292,Q9NR23
B9ZVM9,Q12799
Q8N8S7,Q9UI08
Q8N8S7,P50552
Q8N8S7,Q9UQB8
Q8N8S7,Q9UGI8
Q8N8S7,P00519
Q8N8S7,Q7Z5R6
Q8N8S7,Q15942
Q8N8S7,Q6NXG1
Q8N8S7,P07737
Q8N8S7,P35080
Q8N8S7,O00213
Q8N8S7,O00401
Q8N8S7,Q9NQX3
Q8N8S7,Q9Y6N7
Q8N8S7,Q8NHR9
O95684,O00584
O95684,P11362
O95684,P53350
O95684,P40763
O95684,P42224
Q9NVF7,P63208
Q9NVF7,Q13616
O60260,Q9Y6H5
O60260,P37840
O60260,P68036
O60260,Q99497
O60260,P0CG48
O60260,P0CG47
O60260,Q8IWA4
O60260,O14933
O60260,P62979
O60260,P54252
O60260,O15354
O60260,Q99719
O60260,Q14457
O60260,Q13501
O60260,Q5S007
O60260,Q13148
O60260,Q8IXI2
O60260,P55036
O60260,P61088
O60260,P09936
Q9Y6W6,P45983
Q9Y6W6,Q16539
Q9Y6W6,P45984
Q9Y6W6,Q15759
Q9Y6W6,P53778
Q9Y6W6,O15264
Q9Y6W6,P28482
Q9Y6W6,P27361
Q5VWZ2,Q86XI6
P61812,P37173
P61812,P36897
P61812,Q03167
P61812,P84022
P61812,P01137
P61812,Q15796
P61812,P10600
P61812,P07996
P61812,P07585
P61812,Q13485
P61812,P18564
P61812,P02751
P61812,Q6EMK4
P61812,P05231
P61812,P51884
P61812,Q8N2S1
P61812,P01375
P61812,P09038
P61812,Q14392
P61812,P14780
Q9NRG4,P04637
Q9NRG4,P07900
Q9NRG4,P08238
Q9NRG4,P68431
Q9NRG4,Q86TU7
Q9NRG4,O60341
Q96IY1,Q6P1K2
Q96IY1,O95229
Q96IY1,O14777
Q96IY1,P45973
Q96IY1,Q9HBM1
Q96IY1,Q9UNN8
Q96IY1,O43683
Q96IY1,Q13185
Q96IY1,P05362
Q9UMX5,P00167
O14896,Q15223
P28845,P51857
P28845,P17516
P28845,P08684
P28845,O95479
P28845,P04150
P28845,P08235
P28845,P15428
P28845,P01189
P28845,P54855
P27469,Q96AD5
P27469,Q8WTS1
P27469,P10415
Q9BWD1,Q01581
Q9BWD1,P54868
Q9BWD1,O75521
Q9BWD1,P55809
Q9BWD1,O75390
Q9BWD1,Q15067
Q9BWD1,P45954
Q9BWD1,P16219
Q9BWD1,Q9NR19
Q9BWD1,Q86V21
Q9BWD1,P35914
Q9BWD1,P24752
Q9BWD1,P10515
Q9BWD1,Q8WYK0
Q9BWD1,Q02252
Q9BWD1,P09110
Q9BWD1,Q16836
Q9BWD1,P53396
Q9BWD1,O95822
Q9BWD1,P04035
P17927,P01024
P17927,P11226
P17927,P05156
P17927,P13987
P17927,P15529
P17927,Q15485
P17927,P48740
P17927,P00751
P17927,O75636
P17927,P12318
P17927,P11215
P17927,P31994
P17927,O75015
P17927,Q13951
P17927,P31997
P17927,P08637
P17927,O00602
P20023,P01024
P20023,P60033
P20023,P06734
P20023,P01562
P20023,P06127
P20023,P26842
P20023,P20273
P20023,P11912
P20023,Q14624
P20023,P40259
P20023,P16150
P20023,P01730
P20023,P08473
P20023,P28907
P20023,P11049
P20023,Q9Y275
P20023,O14836
P20023,P01732
P20023,Q07108
P20023,P15813
P08174,P01024
P08174,P48960
P08174,Q9UHX3
P08174,P13987
P08174,P06681
P08174,P05362
P08174,P78310
P08174,P15529
P08174,P00751
P08174,P06239
P08174,P05155
P08174,P22303
P08174,P27918
P04003,P20851
P04003,P01024
P04003,P05156
P04003,P07225
P04003,P02808
P04003,P02741
P04003,P02743
P04003,P09871
P63172,P63167
P63172,Q9NP97
P63172,Q9Y6G9
P63172,O43237
P63172,Q8TF09
P63172,Q96FJ2
P63172,Q13873
P63172,Q92974
P63172,P15151
P63172,P51808
P63172,Q8IVD9
P63172,Q8N427
P63172,Q8N0X7
P63172,P10321
P63172,O95219
P63172,P43628
P63172,O00220
Q9NYY1,Q9UHF4
Q9NYY1,Q6UXL0
Q9NYY1,Q8N6P7
Q9NYY1,Q13007
Q9NYY1,Q9UHD0
P49137,Q16539
P49137,P04792
P49137,Q15759
P49137,P26651
P49137,O15264
P49137,P53778
P49137,Q16644
P49137,P33241
P49137,P52564
P49137,P31749
P49137,P16220
P49137,P09917
P49137,P28482
P49137,Q00613
P49137,Q12988
P49137,P27361
P49137,Q6JBY9
P49137,Q13546
P49137,P18846
P49137,P30305
Q8WVM0,Q00059
Q8WVM0,Q06547
Q8WVM0,O60783
Q8WVM0,Q9UBK2
Q8WVM0,Q9Y221
Q8WVM0,Q04837
Q8WVM0,P23396
O15151,Q00987
O15151,P04637
O15151,P31947
O15151,P62979
O15151,P0CG48
O15151,P0CG47
O15151,P62837
O15151,O96017
O15151,P61981
O15151,O75604
O15151,P31946
O15151,P62258
O15151,P38936
O15151,O15297
O15151,P51668
O15151,P27348
O15151,Q9UER7
O15151,O14757
O15151,P60484
O15151,P10415
Q15726,P01148
Q15726,P41159
Q15726,Q16568
Q15726,Q9HC23
Q15726,Q02127
Q15726,O15130
Q15726,P01213
Q15726,O43555
Q15726,P01303
Q15726,P83859
Q15726,P01225
Q15726,Q9UBU3
Q15726,P01178
Q15726,Q9P2D1
Q9NVF9,Q9NPB8
Q9UBM4,P02751
Q9UBM4,P09237
Q9UBM4,P45452
Q9UBM4,P08253
Q13231,P06865
Q13231,P07686
Q13231,P04062
Q13231,Q9BZP6
Q13231,Q9UJ70
Q13231,P61626
Q13231,P07602
Q13231,P35225
Q13231,P55774
Q13231,P05089
Q9UGC7,Q14197
Q9UGC7,Q96E11
Q9UGC7,Q9Y5N5
Q9UGC7,P52815
Q9UGC7,Q9H3J6
Q9UGC7,O75394
P01282,P09683
P01282,P43220
P01282,P41586
P01282,P01303
P01282,P20366
P01282,P01286
P01282,P61278
P01282,P07492
P01282,P22466
P01282,P06850
P01282,P50406
P01282,P09681
P01282,P22888
P01282,P16473
P01282,P06307
P01282,P01189
P01282,P01270
P01282,P01298
P01282,P30990
P01282,P12872
Q9UHQ9,P00167
Q9UHQ9,P51687
Q9UHQ9,Q02127
Q9UHQ9,P16435
Q53G59,Q13618
Q53G59,Q9UBV8
Q53G59,P55735
Q53G59,Q9UH77
Q53G59,O75340
